,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,5.8e-05,0.0003315,0.00035200000000000005,0.000751,0.0010338,0.0012486666666666666,0.0015322857142857145,0.0017878749999999998,0.0019496666666666666,0.0021787,0.002449818181818182,0.0027246666666666665,0.0030867692307692306,0.003294857142857143,0.0035876666666666665,0.0038089375000000007,0.003993,0.00439861111111111,0.004479473684210525,0.004969650000000001,0.00500409523809524,0.005232545454545454,0.005592478260869566,0.005771083333333333,0.006270439999999999,0.00623726923076923,0.006459148148148148,0.006846964285714287,0.006795448275862068,0.007312366666666665,0.007628806451612904,0.008027218749999999,0.00825890909090909,0.008548470588235295,0.008589028571428568,0.008843888888888889,0.009004297297297298,0.009526105263157897,0.00986079487179487,0.00972125,0.009896878048780486,0.010057952380952386,0.01085267441860465,0.010811568181818177,0.011250422222222225,0.011573869565217393,0.011971148936170213,0.012142791666666665,0.012160285714285712,0.012480020000000001,0.013100098039215689,0.013303730769230773,0.013882641509433967,0.013906074074074074,0.013705854545454539,0.014175196428571428,0.014508964912280698,0.015079327586206896,0.015466457627118641,0.014949983333333335,0.015409163934426234,0.016167967741935484,0.015990904761904765,0.016727828125,0.017139230769230768,0.016948318181818186,0.017639,0.017403764705882344,0.017575014492753626,0.018209414285714282,0.01853945070422535,0.018503513888888885,0.019796534246575348,0.01907897297297297,0.019714853333333327,0.019473605263157893,0.02006523376623376,0.019706487179487173,0.019929784810126586,0.020486524999999995,0.020992271604938266,0.02052158536585366,0.02141357831325301,0.021504059523809516,0.02187695294117647,0.022259813953488382,0.021833505747126433,0.022497693181818188,0.022884831460674153,0.02325263333333334,0.022909626373626372,0.02366827173913044,0.0238425376344086,0.023749148936170212,0.02373424210526316,0.024759156250000008,0.02465812371134021,0.025087489795918367,0.025227797979797986,0.02579238000000001
1,3.9e-05,0.00030849999999999996,0.0003286666666666667,0.00074825,0.0010224,0.0012623333333333334,0.0015587142857142859,0.001845125,0.0020406666666666668,0.002234,0.0024414545454545457,0.0029012499999999997,0.0031627692307692303,0.003361642857142857,0.0036456666666666664,0.003843375,0.004106823529411766,0.004287222222222222,0.005082684210526316,0.00502385,0.005030238095238095,0.005341909090909091,0.005578217391304347,0.005802625,0.006058559999999999,0.006322038461538461,0.006588814814814815,0.007215035714285714,0.007111379310344829,0.0070003666666666655,0.007522096774193548,0.0078705625,0.00802560606060606,0.008460088235294119,0.008576742857142858,0.008962083333333334,0.009055324324324323,0.00929986842105263,0.00960753846153846,0.010029349999999996,0.010008170731707317,0.010265499999999999,0.011005093023255816,0.010794704545454543,0.01090166666666667,0.011601543478260867,0.01170363829787234,0.012346979166666662,0.012350142857142856,0.01250108,0.012943941176470585,0.013009326923076926,0.013271377358490563,0.01379759259259259,0.014039363636363638,0.014377321428571427,0.014854385964912283,0.014831258620689658,0.014927067796610165,0.015427250000000003,0.015592704918032786,0.01593870967741936,0.01604131746031746,0.016180687500000002,0.016999723076923073,0.01694043939393939,0.016849999999999993,0.017834852941176472,0.01773486956521739,0.01824375714285715,0.018642802816901404,0.01927902777777778,0.019231534246575355,0.01815671621621622,0.019433173333333328,0.019635250000000003,0.019636701298701296,0.019877500000000003,0.0201123670886076,0.02120045,0.020789259259259268,0.021008158536585362,0.021051445783132536,0.02149514285714286,0.022059223529411757,0.021887697674418605,0.02212698850574712,0.022185954545454557,0.023031764044943823,0.02264807777777778,0.022550439560439558,0.023885043478260863,0.02401529032258063,0.024270829787234046,0.024812768421052647,0.02471098958333333,0.024641298969072162,0.025053571428571425,0.02542463636363636,0.025958559999999995
2,4.6e-05,0.00034199999999999996,0.00032633333333333326,0.0008045,0.0010282,0.0012988333333333335,0.0015572857142857144,0.001808875,0.001973222222222222,0.0022511999999999996,0.0025070909090909093,0.0029234166666666666,0.003052384615384615,0.0032587142857142854,0.0035355333333333336,0.0039067500000000005,0.004025588235294118,0.004214333333333334,0.004750684210526317,0.00492505,0.00504752380952381,0.0052285454545454545,0.005559652173913043,0.00579025,0.0061068,0.006251307692307693,0.0064806296296296305,0.0067271785714285715,0.006987620689655172,0.007536066666666668,0.007450096774193548,0.00797446875,0.00828660606060606,0.008218382352941174,0.00854882857142857,0.008652416666666666,0.009133459459459464,0.009491157894736842,0.009652846153846154,0.009820375,0.010054512195121951,0.010217619047619047,0.010643976744186044,0.010975363636363637,0.011122022222222226,0.011507891304347827,0.011939021276595746,0.011868958333333334,0.012280142857142863,0.012704199999999999,0.012863549019607843,0.013200192307692312,0.01375233962264151,0.013930592592592597,0.013850890909090911,0.014111821428571425,0.014563245614035087,0.014845258620689653,0.014918559322033896,0.015565866666666667,0.015628885245901645,0.01634008064516129,0.01612665079365079,0.016762,0.016924830769230768,0.01690930303030303,0.017173373134328353,0.01693326470588235,0.017632942028985507,0.018139228571428575,0.018657676056338023,0.018509041666666667,0.018864534246575346,0.018878554054054062,0.019466866666666666,0.01983889473684211,0.01952374025974026,0.019945948717948726,0.020822164556962026,0.0205846625,0.020802160493827167,0.020802731707317074,0.02113974698795181,0.020691583333333333,0.021287764705882364,0.02211544186046512,0.0222903908045977,0.023117749999999996,0.023323247191011247,0.023334688888888882,0.023420835164835164,0.02294405434782609,0.02363455913978493,0.023802202127659572,0.02455023157894737,0.02465135416666668,0.02465446391752577,0.02513737755102041,0.025156858585858585,0.025354349999999998
3,5.5e-05,0.0003065,0.0003286666666666667,0.00079375,0.0010165999999999999,0.0012681666666666668,0.001553857142857143,0.0018027499999999999,0.0019376666666666665,0.0021821,0.002568818181818182,0.0028657500000000002,0.003097461538461538,0.0032465,0.0035563333333333337,0.0038321874999999997,0.003992941176470588,0.0042665555555555556,0.004520842105263158,0.004848099999999999,0.005017857142857143,0.005377363636363636,0.005606739130434783,0.005898791666666667,0.00605364,0.006297500000000001,0.006980592592592593,0.006964607142857143,0.007226379310344826,0.0074485333333333325,0.0077844838709677415,0.008018093749999998,0.008219272727272728,0.008585823529411764,0.008894171428571428,0.009018111111111109,0.009260513513513513,0.009543578947368424,0.009419256410256408,0.009713225000000002,0.009955585365853654,0.01039042857142857,0.01072413953488372,0.011168977272727271,0.011217044444444442,0.01141463043478261,0.011860617021276597,0.012310874999999999,0.012245040816326535,0.012631099999999998,0.01262270588235294,0.013282653846153845,0.013648264150943397,0.014161444444444442,0.013760527272727273,0.014270410714285713,0.014705929824561398,0.014642310344827585,0.015412050847457621,0.015104633333333338,0.015900098360655736,0.016054564516129036,0.01617671428571428,0.016633812499999994,0.01657843076923077,0.01738922727272727,0.017556507462686565,0.017270323529411765,0.0177,0.018339742857142852,0.01861577464788733,0.018740333333333335,0.018696890410958903,0.019332094594594586,0.018749160000000004,0.01924988157894737,0.0195625974025974,0.020100653846153844,0.020490113924050632,0.020244399999999992,0.020492185185185176,0.020730426829268296,0.020937819277108426,0.021574095238095243,0.021731494117647066,0.022168302325581382,0.02291410344827587,0.022073159090909088,0.02267438202247191,0.02293404444444443,0.02290361538461539,0.023700999999999993,0.02432295698924731,0.02396902127659576,0.024872505263157887,0.02400733333333334,0.025128072164948452,0.02549592857142857,0.02572357575757575,0.027619100000000004
4,4.9e-05,0.0003115,0.00035766666666666667,0.00077825,0.0011454000000000002,0.0012814999999999999,0.0015341428571428574,0.001801875,0.001979,0.0022366,0.002548818181818182,0.00293325,0.002940923076923077,0.0033042142857142858,0.0036149333333333335,0.0038346875000000004,0.004144705882352942,0.004280333333333334,0.004565684210526316,0.0046730999999999995,0.005067666666666666,0.005299954545454546,0.005597434782608696,0.005771375,0.006037720000000001,0.006421961538461539,0.006432629629629629,0.006936571428571429,0.0069817586206896536,0.007079233333333334,0.00752516129032258,0.00784634375,0.008152575757575756,0.008264323529411765,0.008734285714285714,0.008768555555555559,0.00895843243243243,0.009379078947368417,0.009451923076923078,0.009789024999999998,0.009970926829268291,0.010375142857142857,0.010790767441860465,0.010994613636363636,0.011305177777777776,0.011788913043478262,0.01167327659574468,0.012311458333333332,0.01260869387755102,0.012527120000000003,0.013049019607843137,0.01349048076923077,0.013433773584905665,0.013881000000000001,0.013834454545454546,0.014160160714285715,0.014951333333333332,0.014489275862068964,0.014928881355932205,0.015283800000000007,0.015853672131147543,0.01617477419354839,0.01633131746031746,0.016427953124999995,0.0165846923076923,0.01685871212121212,0.017554014925373135,0.017641455882352934,0.018021333333333334,0.017652571428571427,0.018776887323943656,0.019108388888888887,0.02066454794520548,0.018758716216216213,0.019311413333333336,0.019395118421052623,0.019746558441558447,0.02019226923076923,0.020400886075949365,0.0210002125,0.02108132098765433,0.020841158536585358,0.02132559036144578,0.021873869047619048,0.022579682352941173,0.022161395348837213,0.022261367816091965,0.02256590909090909,0.022432662921348323,0.022934855555555536,0.023204076923076918,0.023159173913043476,0.024002827956989242,0.024291723404255314,0.024283073684210517,0.024687697916666654,0.025174886597938137,0.025447081632653062,0.024923595959595958,0.02550999000000001
5,4.9e-05,0.0003115,0.0003333333333333333,0.000833,0.0009961999999999998,0.0012898333333333332,0.0015668571428571426,0.00182775,0.0019327777777777778,0.0022216,0.0024859090909090907,0.002761333333333333,0.003071769230769231,0.0033534999999999997,0.003561933333333334,0.003841375,0.004118117647058823,0.004276333333333334,0.004449052631578947,0.00474825,0.005120809523809523,0.005386181818181819,0.0055506521739130425,0.005676708333333333,0.00602416,0.006210153846153845,0.006493037037037039,0.0067130714285714285,0.007068551724137931,0.007045266666666667,0.007512064516129032,0.007934531249999998,0.007885787878787876,0.008458352941176469,0.008792857142857146,0.008480527777777778,0.009083594594594594,0.009567105263157896,0.009469666666666666,0.009587075,0.010026219512195123,0.009969214285714283,0.010798930232558141,0.01085481818181818,0.01114428888888889,0.011184130434782608,0.01215704255319149,0.012036833333333332,0.012450285714285716,0.012492819999999995,0.012963803921568626,0.013031865384615383,0.013417754716981128,0.01409601851851852,0.013896381818181817,0.01405525,0.014696982456140357,0.015027965517241375,0.01548791525423729,0.015099933333333336,0.015616885245901635,0.015590741935483874,0.01569836507936508,0.0161565625,0.016480553846153843,0.01680051515151515,0.017180238805970152,0.01770686764705882,0.017692188405797105,0.017951371428571422,0.01823266197183098,0.01809086111111111,0.018758945205479452,0.019463743243243237,0.01917192,0.019456697368421063,0.019736259740259745,0.020386679487179482,0.02056597468354431,0.020751099999999995,0.020443098765432093,0.020710939024390248,0.021018566265060244,0.02171271428571429,0.022015176470588232,0.02260311627906976,0.02205285057471265,0.02237711363636363,0.02320342696629213,0.023296377777777783,0.02370254945054946,0.023844706521739128,0.024176118279569888,0.02371250000000001,0.024264789473684205,0.024404687500000005,0.02491342268041239,0.0248955,0.025720252525252525,0.02507276
6,5.3e-05,0.00034199999999999996,0.00034733333333333334,0.0007980000000000001,0.0009972000000000002,0.0012748333333333333,0.0015408571428571429,0.0017927499999999999,0.0019094444444444443,0.0022355,0.0025605454545454547,0.002892083333333333,0.0030672307692307696,0.003343214285714286,0.0035464000000000003,0.0038991250000000002,0.003926470588235294,0.00438761111111111,0.004665105263157894,0.004907399999999999,0.005139095238095238,0.005377181818181817,0.005654043478260868,0.005631583333333333,0.006311639999999999,0.006408115384615387,0.006627592592592592,0.0065981785714285725,0.006999793103448275,0.007207566666666666,0.007573870967741935,0.007715874999999999,0.008168818181818182,0.008095264705882354,0.008361285714285715,0.008632527777777779,0.00928135135135135,0.009520236842105264,0.009443435897435898,0.010059650000000002,0.009973902439024391,0.01063704761904762,0.01100193023255814,0.010623227272727272,0.01151333333333333,0.011263108695652174,0.011622553191489363,0.011879083333333337,0.012411204081632654,0.012798039999999997,0.013136254901960782,0.013550519230769236,0.013551679245283024,0.01383488888888889,0.013780290909090907,0.014335107142857142,0.014703350877192978,0.014530827586206899,0.015340305084745754,0.015509066666666665,0.015580327868852455,0.015647483870967746,0.016013031746031744,0.016890812499999998,0.016730276923076926,0.016808181818181816,0.017204388059701495,0.017581970588235296,0.018103000000000005,0.01846834285714286,0.018629633802816906,0.01803122222222222,0.018645904109589044,0.019014554054054056,0.019049519999999993,0.01973378947368421,0.020150545454545452,0.02012782051282051,0.020161126582278487,0.02013638749999999,0.02102955555555556,0.021119975609756092,0.02159032530120481,0.021472857142857144,0.021484658823529415,0.021705988372093026,0.022926850574712634,0.022951999999999986,0.022729528089887634,0.02273317777777777,0.022991010989010987,0.023219402173913047,0.023991978494623666,0.024197627659574474,0.024553663157894742,0.024383583333333337,0.024496649484536087,0.0246424693877551,0.025189656565656558,0.02626205000000001
7,5.1e-05,0.000333,0.00032733333333333334,0.0007857500000000001,0.0010221999999999998,0.0012476666666666667,0.0015534285714285715,0.0017765000000000003,0.001954222222222222,0.0022259000000000003,0.0025950909090909093,0.002849916666666667,0.003031538461538461,0.003250285714285714,0.0035892666666666666,0.0036398125,0.004134941176470588,0.004250833333333332,0.004319421052631578,0.0046998000000000005,0.005103142857142857,0.005230045454545455,0.005641478260869566,0.005755041666666666,0.0060753199999999995,0.0064035384615384605,0.006561037037037039,0.006984214285714286,0.007049862068965518,0.0072233333333333325,0.0074080000000000005,0.007848875,0.00785721212121212,0.008136882352941176,0.008550228571428573,0.008938666666666668,0.00885408108108108,0.009406526315789475,0.009538641025641023,0.009738824999999998,0.010185585365853657,0.010113380952380954,0.01060962790697674,0.01094077272727273,0.011001533333333332,0.011788934782608696,0.01195085106382979,0.011892937499999999,0.012567632653061224,0.012824920000000004,0.012780725490196074,0.01320151923076923,0.013424698113207546,0.013674685185185186,0.013995581818181821,0.014339910714285716,0.01454528070175438,0.01499175862068965,0.015469779661016952,0.015622849999999997,0.015675163934426233,0.015898241935483868,0.016143539682539683,0.01643609374999999,0.016623876923076927,0.016451166666666663,0.017850432835820898,0.017738235294117638,0.017012724637681158,0.017937928571428566,0.018393873239436618,0.018336583333333337,0.018583821917808236,0.01911485135135134,0.019694866666666665,0.019662710526315793,0.01950806493506493,0.0198025641025641,0.01978641772151898,0.020751375,0.02084091358024691,0.0209569756097561,0.02112160240963856,0.021478869047619042,0.022438552941176467,0.022174290697674418,0.022587287356321848,0.02199088636363637,0.0223343595505618,0.02294667777777778,0.022926791208791205,0.02454277173913044,0.023054494623655917,0.023350946808510634,0.024043136842105264,0.024714187500000012,0.02492777319587628,0.02503921428571429,0.025209323232323246,0.02541953000000001
8,6.1e-05,0.000395,0.00035066666666666666,0.0008135000000000001,0.001033,0.001286,0.0015552857142857141,0.0017827499999999998,0.0019668888888888887,0.002217,0.002595,0.0027588333333333336,0.0030857692307692313,0.0032190714285714288,0.0035167333333333333,0.003767125,0.0040176470588235294,0.004303499999999999,0.004520421052631579,0.004780899999999999,0.005182142857142857,0.005394409090909091,0.005607826086956521,0.005676333333333332,0.00604484,0.006305923076923074,0.00675951851851852,0.006761071428571428,0.007168344827586207,0.007260300000000002,0.0075916451612903215,0.007988906249999999,0.00812981818181818,0.008270382352941174,0.008443028571428571,0.008668944444444446,0.00901127027027027,0.00947342105263158,0.009771025641025638,0.010081424999999998,0.010029195121951218,0.010035047619047624,0.010973837209302327,0.010574204545454548,0.011011155555555556,0.01137158695652174,0.011854553191489361,0.011868208333333337,0.011980163265306123,0.012723479999999999,0.013023941176470587,0.013549249999999997,0.013398660377358483,0.013763388888888891,0.014028418181818181,0.014719053571428576,0.014790017543859646,0.015089396551724138,0.015523813559322037,0.01535681666666667,0.015349163934426232,0.01569214516129032,0.016043825396825397,0.016197843750000003,0.016590707692307687,0.016637515151515157,0.017646164179104473,0.0173682794117647,0.01798159420289855,0.018076842857142863,0.017891267605633802,0.018476277777777782,0.019061986301369866,0.019137864864864858,0.019190119999999995,0.019479578947368417,0.01967212987012987,0.019993948717948712,0.020559556962025317,0.020752874999999994,0.020485987654320983,0.021557682926829268,0.020796771084337348,0.021683476190476187,0.021697588235294104,0.021677604651162787,0.02256262068965516,0.02258895454545454,0.023278853932584265,0.02335991111111111,0.022920450549450543,0.02401232608695652,0.024297580645161302,0.02436339361702128,0.024089778947368412,0.024106427083333343,0.0247476907216495,0.02529011224489795,0.025247080808080805,0.025355470000000005
9,5.5e-05,0.0002985,0.00032166666666666666,0.00079,0.000998,0.0011911666666666665,0.0015331428571428568,0.0017644999999999998,0.0019233333333333333,0.0021318,0.0025742727272727276,0.0026824166666666663,0.003199076923076923,0.0033302142857142857,0.0035188,0.0038014375000000006,0.004086764705882352,0.004327055555555555,0.004499526315789474,0.0049346500000000005,0.005039809523809524,0.0054333181818181815,0.005346739130434783,0.005768499999999999,0.005961000000000001,0.006247999999999999,0.00639562962962963,0.006700178571428572,0.007094413793103448,0.007186166666666666,0.007636451612903226,0.00781528125,0.008242333333333334,0.008166941176470589,0.008466371428571432,0.008910527777777781,0.009202405405405406,0.009163605263157893,0.009562,0.009983400000000002,0.01035468292682927,0.010369428571428571,0.010430279069767444,0.010724590909090908,0.011303711111111107,0.01147354347826087,0.011809234042553192,0.01216179166666667,0.012495163265306124,0.0129285,0.013261862745098036,0.013263365384615382,0.0133611320754717,0.014794407407407409,0.01402872727272727,0.014201214285714287,0.014433070175438593,0.014981068965517243,0.015128864406779664,0.015338966666666664,0.015528606557377053,0.016084790322580644,0.0163041746031746,0.016571078125,0.01695887692307693,0.01710713636363636,0.017169402985074633,0.017013970588235297,0.017653478260869566,0.017963728571428573,0.018191478873239433,0.01928,0.018973602739726023,0.019087445945945948,0.02000005333333333,0.0194524605263158,0.01980093506493507,0.01992651282051282,0.020069202531645562,0.020119124999999995,0.020730493827160495,0.02128484146341464,0.021555987951807225,0.021271404761904762,0.021955952941176464,0.02216508139534884,0.022676574712643678,0.02225434090909091,0.023185741573033707,0.02263243333333334,0.022939329670329675,0.0240246304347826,0.023590978494623653,0.02403110638297872,0.023588926315789474,0.024023687499999998,0.02477023711340207,0.024794520408163268,0.025682898989898992,0.025498870000000003
